Core_ID,Events,EPS
6,100000,68446.27
1,100000,68446.27
5,100000,68446.27
8,100000,68540.10
9,100000,68446.27
7,100000,68352.70
0,100000,68399.45
2,100000,68259.39
4,100000,68306.01
3,100000,68306.01
6,200000,147492.63
9,200000,147492.63
3,200000,148148.15
7,200000,147928.99
4,200000,147928.99
0,200000,147710.49
1,200000,147275.41
5,200000,147275.41
8,200000,147492.63
2,200000,148148.15
7,300000,207039.34
1,300000,207468.88
4,300000,207468.88
3,300000,207039.34
8,300000,207039.34
9,300000,207039.34
5,300000,207039.34
2,300000,206611.57
0,300000,206611.57
6,300000,206185.57
6,400000,166944.91
1,400000,166389.35
4,400000,166389.35
3,400000,166389.35
8,400000,166389.35
0,400000,166944.91
7,400000,166389.35
2,400000,166389.35
9,400000,166112.96
5,400000,166389.35
8,500000,214592.27
6,500000,214592.27
4,500000,214592.27
7,500000,214592.27
0,500000,214132.76
3,500000,214592.27
1,500000,214132.76
5,500000,214592.27
2,500000,215053.76
9,500000,213675.21
7,600000,181159.42
2,600000,181159.42
1,600000,181488.20
0,600000,181488.20
3,600000,181159.42
9,600000,182149.36
4,600000,181159.42
5,600000,181488.20
8,600000,180831.83
6,600000,180831.83
8,700000,176678.45
0,700000,176366.84
5,700000,176366.84
1,700000,176366.84
6,700000,176678.45
9,700000,176366.84
3,700000,176056.34
4,700000,176056.34
7,700000,176056.34
2,700000,176056.34
7,800000,209205.02
0,800000,208333.33
6,800000,208768.27
8,800000,208333.33
9,800000,208768.27
3,800000,208768.27
5,800000,208333.33
4,800000,208768.27
2,800000,208768.27
1,800000,208333.33
3,900000,100000.00
9,900000,99900.10
0,900000,100000.00
4,900000,100000.00
5,900000,100000.00
6,900000,99900.10
2,900000,100000.00
1,900000,100000.00
7,900000,99900.10
8,900000,100000.00
1,1000000,84961.77
9,1000000,84961.77
5,1000000,84961.77
7,1000000,84961.77
6,1000000,84961.77
8,1000000,84961.77
4,1000000,84961.77
0,1000000,84889.64
2,1000000,84889.64
3,1000000,84817.64
7,1100000,55066.08
8,1100000,55066.08
9,1100000,55066.08
1,1100000,55066.08
2,1100000,55066.08
3,1100000,55096.42
5,1100000,55035.77
0,1100000,55066.08
6,1100000,55035.77
4,1100000,55035.77
5,1200000,34025.18
4,1200000,34025.18
6,1200000,34025.18
0,1200000,34025.18
9,1200000,34002.04
8,1200000,33990.48
3,1200000,34002.04
2,1200000,34002.04
7,1200000,33990.48
1,1200000,33990.48
6,1300000,176056.34
1,1300000,176366.84
5,1300000,175746.92
0,1300000,175746.92
7,1300000,176366.84
8,1300000,176366.84
3,1300000,176366.84
2,1300000,176366.84
4,1300000,175746.92
9,1300000,176056.34
6,1400000,193798.45
5,1400000,194174.76
1,1400000,193798.45
9,1400000,194174.76
2,1400000,193798.45
7,1400000,193798.45
0,1400000,193798.45
8,1400000,193798.45
3,1400000,193798.45
4,1400000,193798.45
6,1500000,140056.02
8,1500000,140252.45
2,1500000,140252.45
3,1500000,140252.45
5,1500000,140056.02
4,1500000,140252.45
9,1500000,140056.02
7,1500000,140252.45
1,1500000,140252.45
0,1500000,140252.45
1,1600000,202020.20
5,1600000,202020.20
4,1600000,185528.76
7,1600000,185528.76
6,1600000,202020.20
0,1600000,185528.76
2,1600000,185528.76
3,1600000,185528.76
9,1600000,202020.20
8,1600000,185528.76
0,1700000,197628.46
8,1700000,197628.46
9,1700000,181818.18
5,1700000,181818.18
7,1700000,197628.46
2,1700000,197628.46
1,1700000,181818.18
4,1700000,197628.46
6,1700000,181818.18
3,1700000,194931.77
7,1800000,125470.51
3,1800000,126582.28
5,1800000,125470.51
6,1800000,125470.51
9,1800000,125470.51
2,1800000,125470.51
0,1800000,125313.28
1,1800000,125313.28
4,1800000,125313.28
8,1800000,125313.28
8,1900000,107181.14
3,1900000,106951.87
2,1900000,106951.87
7,1900000,106951.87
1,1900000,107066.38
4,1900000,107066.38
9,1900000,106951.87
5,1900000,106951.87
0,1900000,106951.87
6,1900000,106837.61
3,2000000,155279.50
4,2000000,155038.76
1,2000000,155038.76
5,2000000,155038.76
6,2000000,155279.50
0,2000000,155279.50
2,2000000,155038.76
9,2000000,155038.76
8,2000000,154798.76
7,2000000,155279.50
4,2100000,86730.27
0,2100000,86655.11
7,2100000,86580.09
3,2100000,86580.09
1,2100000,86655.11
8,2100000,86655.11
9,2100000,86580.09
2,2100000,86580.09
6,2100000,86580.09
5,2100000,86580.09
5,2200000,115473.44
0,2200000,115340.25
9,2200000,115340.25
3,2200000,115340.25
2,2200000,115340.25
6,2200000,115207.37
8,2200000,115074.80
7,2200000,114942.53
1,2200000,114942.53
4,2200000,114810.56
6,2300000,46468.40
1,2300000,46490.00
8,2300000,46468.40
7,2300000,46468.40
3,2300000,46403.71
9,2300000,46425.26
5,2300000,46403.71
2,2300000,46425.26
4,2300000,46468.40
0,2300000,46403.71
8,2400000,138312.59
6,2400000,138312.59
4,2400000,138504.16
0,2400000,138696.26
5,2400000,138504.16
3,2400000,138504.16
2,2400000,138504.16
1,2400000,138121.55
9,2400000,138312.59
7,2400000,138504.16
5,2500000,173010.38
3,2500000,173010.38
2,2500000,173010.38
0,2500000,172711.57
6,2500000,173010.38
7,2500000,173010.38
9,2500000,173310.23
1,2500000,173310.23
8,2500000,172711.57
4,2500000,172711.57
0,2600000,160256.41
4,2600000,160513.64
8,2600000,160513.64
3,2600000,160256.41
1,2600000,160256.41
2,2600000,160256.41
5,2600000,160000.00
7,2600000,160000.00
6,2600000,160000.00
9,2600000,160000.00
0,2700000,81168.83
5,2700000,81168.83
2,2700000,81103.00
7,2700000,81168.83
6,2700000,81168.83
3,2700000,81103.00
1,2700000,81037.28
4,2700000,81037.28
9,2700000,81037.28
8,2700000,80906.15
9,2800000,130378.10
7,2800000,129870.13
4,2800000,130039.01
1,2800000,130039.01
5,2800000,129870.13
0,2800000,129701.69
2,2800000,129701.69
6,2800000,129701.69
3,2800000,129701.69
8,2800000,130208.33
7,2900000,99800.40
9,2900000,99700.90
5,2900000,99800.40
0,2900000,99800.40
1,2900000,99800.40
8,2900000,99900.10
4,2900000,99800.40
2,2900000,99800.40
6,2900000,99800.40
3,2900000,99800.40
0,3000000,202839.76
3,3000000,203252.03
1,3000000,202429.15
8,3000000,202429.15
4,3000000,202429.15
2,3000000,202839.76
7,3000000,202429.15
9,3000000,202429.15
6,3000000,202839.76
5,3000000,202020.20
0,3100000,173310.23
9,3100000,173611.11
4,3100000,173310.23
5,3100000,173611.11
6,3100000,172117.04
3,3100000,171821.31
7,3100000,172117.04
1,3100000,172117.04
8,3100000,172117.04
2,3100000,171821.31
0,3200000,132978.72
8,3200000,133868.81
1,3200000,133868.81
3,3200000,133868.81
5,3200000,133155.79
7,3200000,133868.81
2,3200000,134048.26
9,3200000,132978.72
6,3200000,133868.81
4,3200000,133155.79
4,3300000,152905.20
9,3300000,152671.76
3,3300000,152671.76
5,3300000,152671.76
2,3300000,152671.76
0,3300000,152439.02
6,3300000,152439.02
8,3300000,152439.02
1,3300000,152207.00
7,3300000,151515.15
9,3400000,84745.76
5,3400000,84745.76
2,3400000,84745.76
8,3400000,84817.64
4,3400000,84674.01
0,3400000,84817.64
7,3400000,85106.38
6,3400000,84817.64
3,3400000,84745.76
