Core_ID,Events,EPS
0,100000,271002.71
3,100000,271002.71
2,100000,271002.71
4,100000,271002.71
1,100000,271002.71
4,200000,613496.93
0,200000,613496.93
3,200000,613496.93
1,200000,613496.93
2,200000,613496.93
4,300000,709219.86
2,300000,709219.86
0,300000,709219.86
1,300000,709219.86
3,300000,709219.86
1,400000,571428.57
3,400000,571428.57
4,400000,571428.57
0,400000,571428.57
2,400000,571428.57
3,500000,574712.64
1,500000,574712.64
0,500000,574712.64
2,500000,574712.64
4,500000,571428.57
2,600000,751879.70
4,600000,757575.76
3,600000,751879.70
0,600000,751879.70
1,600000,751879.70
2,700000,649350.65
4,700000,649350.65
3,700000,649350.65
1,700000,649350.65
0,700000,649350.65
2,800000,884955.75
4,800000,884955.75
3,800000,884955.75
1,800000,884955.75
0,800000,884955.75
2,900000,636942.68
0,900000,636942.68
1,900000,636942.68
3,900000,636942.68
4,900000,636942.68
1,1000000,671140.94
0,1000000,671140.94
3,1000000,671140.94
4,1000000,671140.94
2,1000000,671140.94
2,1100000,641025.64
4,1100000,641025.64
1,1100000,641025.64
0,1100000,641025.64
3,1100000,641025.64
4,1200000,591715.98
3,1200000,591715.98
2,1200000,591715.98
1,1200000,591715.98
0,1200000,591715.98
1,1300000,943396.23
0,1300000,943396.23
3,1300000,943396.23
2,1300000,943396.23
4,1300000,943396.23
0,1400000,47619.05
3,1400000,47619.05
4,1400000,47619.05
2,1400000,47619.05
1,1400000,47619.05
3,1500000,961538.46
2,1500000,961538.46
0,1500000,961538.46
4,1500000,961538.46
1,1500000,961538.46
0,1600000,628930.82
1,1600000,628930.82
4,1600000,628930.82
2,1600000,628930.82
3,1600000,628930.82
2,1700000,591715.98
4,1700000,591715.98
3,1700000,591715.98
1,1700000,591715.98
0,1700000,591715.98
4,1800000,671140.94
3,1800000,671140.94
1,1800000,671140.94
2,1800000,671140.94
0,1800000,671140.94
2,1900000,653594.77
4,1900000,653594.77
1,1900000,653594.77
3,1900000,653594.77
0,1900000,653594.77
2,2000000,833333.33
4,2000000,833333.33
1,2000000,833333.33
0,2000000,833333.33
3,2000000,833333.33
4,2100000,574712.64
3,2100000,574712.64
1,2100000,574712.64
2,2100000,574712.64
0,2100000,574712.64
0,2200000,775193.80
2,2200000,775193.80
1,2200000,775193.80
3,2200000,775193.80
4,2200000,775193.80
0,2300000,512820.51
2,2300000,512820.51
1,2300000,512820.51
4,2300000,512820.51
3,2300000,512820.51
2,2400000,595238.10
1,2400000,595238.10
4,2400000,595238.10
3,2400000,595238.10
0,2400000,595238.10
0,2500000,746268.66
4,2500000,746268.66
1,2500000,746268.66
2,2500000,746268.66
3,2500000,746268.66
2,2600000,526315.79
3,2600000,526315.79
1,2600000,526315.79
4,2600000,526315.79
0,2600000,526315.79
1,2700000,740740.74
4,2700000,740740.74
0,2700000,740740.74
2,2700000,740740.74
3,2700000,740740.74
1,2800000,523560.21
0,2800000,523560.21
3,2800000,523560.21
4,2800000,523560.21
2,2800000,523560.21
