Core_ID,Events,EPS
11,100000,139470.01
4,100000,139470.01
3,100000,139470.01
10,100000,139470.01
7,100000,139470.01
5,100000,139470.01
1,100000,139470.01
0,100000,139470.01
9,100000,139470.01
2,100000,139470.01
8,100000,139470.01
6,100000,139470.01
6,200000,234741.78
7,200000,234741.78
11,200000,234741.78
0,200000,234741.78
9,200000,234741.78
8,200000,234741.78
1,200000,234741.78
3,200000,234741.78
5,200000,234741.78
10,200000,234741.78
2,200000,234741.78
4,200000,234741.78
9,300000,250626.57
7,300000,250626.57
1,300000,250626.57
8,300000,250626.57
2,300000,250626.57
11,300000,250626.57
6,300000,250626.57
4,300000,250626.57
0,300000,250626.57
10,300000,250000.00
5,300000,250000.00
3,300000,250000.00
5,400000,255102.04
1,400000,255102.04
7,400000,255102.04
2,400000,254452.93
3,400000,255102.04
6,400000,254452.93
11,400000,254452.93
4,400000,254452.93
0,400000,254452.93
10,400000,255102.04
8,400000,254452.93
9,400000,254452.93
8,500000,240384.62
6,500000,240384.62
1,500000,239808.15
10,500000,240384.62
5,500000,240384.62
11,500000,240384.62
0,500000,240384.62
9,500000,239808.15
2,500000,239808.15
4,500000,239808.15
7,500000,239234.45
3,500000,239808.15
1,600000,72674.42
11,600000,72674.42
7,600000,72727.27
4,600000,72727.27
2,600000,72727.27
6,600000,72674.42
5,600000,72674.42
10,600000,72621.64
0,600000,72674.42
9,600000,72674.42
3,600000,72674.42
8,600000,72621.64
4,700000,239234.45
6,700000,239234.45
11,700000,238663.48
0,700000,238663.48
3,700000,239234.45
10,700000,239234.45
2,700000,238663.48
1,700000,238663.48
9,700000,239234.45
5,700000,238663.48
8,700000,239234.45
7,700000,238663.48
3,800000,232558.14
9,800000,232558.14
4,800000,232018.56
10,800000,232558.14
1,800000,232558.14
5,800000,232558.14
0,800000,232558.14
6,800000,232018.56
2,800000,232558.14
11,800000,232558.14
8,800000,232558.14
7,800000,232558.14
6,900000,233100.23
10,900000,233100.23
8,900000,233100.23
9,900000,233100.23
0,900000,233100.23
3,900000,233100.23
11,900000,233100.23
4,900000,233100.23
1,900000,233100.23
7,900000,233100.23
5,900000,233100.23
2,900000,233100.23
10,1000000,234192.04
4,1000000,234192.04
6,1000000,234192.04
